title,marka,model,catalog_number,prices,item_id,group0,group1,group2,group3,group4,group5,parts_number_v2,number,avito_marka,avito_model,SparePartType,TechnicSparePartType,stock_id,orig_day
Стекло двери Hyundai R250,hyundai,R250,,,,комплектующие рамы,стекло,!,,,,,250,hyundai,R 250LC-3,Кабина,Окна и стёкла,,2024-02-03
Вал редуктора хода Hitachi ZX330-3,hitachi,ZX330,,,,гидравлический компонент,редуктор,редуктор хода,,запчасти,вал,,330,hitachi,ZX330,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Монитор Hyundai R220/260/300/330,hyundai,R220,,,,электрическая система,монитор,,,,,,220,hyundai,R220LS,Электроника и свет,"Контроллеры, реле и датчики",,2024-02-03
31N7-10011 насос гидравлический хендай R250,hyundai,R250,31n7-10011,,,гидравлический компонент,гидронасос,гидронасос основной,,целиком,,31n7-10011,250,hyundai,R 250LC-3,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
31N5-10011 гидронасос Hyundai R160 главный,hyundai,R160LC-7,31n5-10011,,,гидравлический компонент,гидронасос,гидронасос основной,,целиком,,31n5-10011,160,hyundai,R 160LC-7,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Запчасти Doosan/Hyundai экскаватор,doosan,,,,,запчасти двигателя,!,,,,,,,doosan,DX140LC,Двигатели и комплектующие,Двигатели в сборе,,2024-02-03
Гидростанция дусан 255,doosan,SOLAR 255LC-V,,,,гидравлический компонент,гидронасос,гидронасос основной,,целиком,,,255,doosan,SOLAR 255LC-V,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Основной насос JCB 220 DTP 215/13686,jcb,JS 220,215/13686,,,гидравлический компонент,гидронасос,гидронасос основной,,целиком,,13686,220,jcb,JS 220,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Вал карданный задний Doosan Solar 210W-V,doosan,SOLAR 210W-V,,,,трансмиссия,вал карданный,,,,,,210,doosan,Daewoo SOLAR 210W-V,Трансмиссия,"Карданный вал, привод и полуось",,2024-02-03
Джойстик управления Hitachi ZX210K-3,hitachi,ZX210W-3,,,,гидравлический компонент,джойстик,,,целиком,,,210,hitachi,ZX210W-3,Гидравлические и пневмосистемы,Пневматика сцепления и тормозов,,2024-02-03
Поршень двс Hyundai R170W-7 Mitsubishi S6S,hyundai,R170W-7,,,,запчасти двигателя,поршневая группа,поршень,,,,,170,hyundai,R170W-7,Двигатели и комплектующие,"Блоки цилиндров, ГБЦ и картеры",,2024-02-03
Насос рулевого управления JCB 175,jcb,JS 175W,,,,гидравлический компонент,насос рулевого управления,,,,,,175,jcb,JS 175W,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
31Q7-10130 гидромотор поворота Hyundai R260-9S,hyundai,R260LC-9S,31q7-10130,,,гидравлический компонент,гидромотор,гидромотор поворота,,целиком,,31q7-10130,260,hyundai,R 260LC-9S,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Редуктор хода Hyundai R320,hyundai,R320LC-7,,,,гидравлический компонент,редуктор,редуктор хода,!,целиком,,,320,hyundai,R 320LC-7,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Редуктор поворота Komatsu PC300-8MO,komatsu,PC300-8,,,,гидравлический компонент,редуктор,редуктор поворота,!,целиком,,,300,komatsu,PC300--8,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Гидромотор поворота Liugong 925,liugong,,liugong,,,гидравлический компонент,гидромотор,гидромотор поворота,,целиком,,,,liugong,CLG925LC,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Редуктор поворота Komatsu PC128,komatsu,PC128,,,,гидравлический компонент,редуктор,редуктор поворота,!,целиком,,,128,komatsu,PC128,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Бортовой редуктор хода Hyundai R360/380,hyundai,R360LC-7,,,,гидравлический компонент,редуктор,редуктор хода,!,целиком,,,360,hyundai,R 360LC-7,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Редуктор хода JCB220/JCB240/JCB260/JCB330/JCB305,jcb,JS 220,,,,гидравлический компонент,редуктор,редуктор хода,!,целиком,,,220,jcb,JS 220,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Турбина Volvo EC300 21498468,volvo,EC300DL,21498468,,,запчасти двигателя,турбокомпрессор,,,,,21498468,300,volvo,EC300DL,Двигатели и комплектующие,"Турбины, компрессоры",,2024-02-03
Контроллер Hyundai R260-9S 21Q7-32111,hyundai,R260LC-9S,21q7-32111,,,электрическая система,контроллер,,,,,21q7-32111,260,hyundai,R 260LC-9S,Электроника и свет,"Контроллеры, реле и датчики",,2024-02-03
Гидромотор поворота 31N7-10160,hyundai,,31n7-10160,,,гидравлический компонент,гидромотор,гидромотор поворота,,целиком,,31n7-10160,,hyundai,R 210LC-7,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Редуктор хода Hyundai R260,hyundai,R260LC-9S,,,,гидравлический компонент,редуктор,редуктор хода,!,целиком,,,260,hyundai,R 260LC-9S,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Соленоид поворота Komatsu D65,komatsu,D65E-12,,,,гидравлический компонент,гидромотор,гидромотор поворота,,запчасти,датчик давления,,65,komatsu,D65E-12,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
